"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TWA25LHJ","journalArticle","2018","Khan, S.; Mir, U.; Shreem, S.S.; Amari, S.A.","Translation divergence patterns handling in english to Urdu machine translation","International Journal on Artificial Intelligence Tools","","","10.1142/S0218213018500173","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051521061&doi=10.1142%2fS0218213018500173&partnerID=40&md5=5d356c70f7f7eb64fcb247c37acaab28","English to Urdu machine translation is still in its infancy. This study illustrates various types of translation divergences and their implication in English to Urdu machine translation. The divergence in English to Urdu machine translation can be thought as representing the translation divergences between Subject-Verb-Object (SVO) class languages to Subject-Object-Verb (SOV) class languages. This study discusses the different types of divergences in English to Urdu machine translation and presents novel computational algorithms to detect and to resolve these divergences in English to Urdu Machine Translation. These algorithms for detection of divergence have been implemented in English to Urdu Machine Translation system, and results have been presented in this paper. The work introduced here is the only one, to the best of our knowledge, which automatically detects and resolves divergences in English to Urdu machine translation. © 2018 World Scientific Publishing Company.","2018","2021-02-07 01:23:26","2021-02-07 01:23:26","","","","5","27","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :2</p>; <p>Export Date: 7 February 2021</p>","","","","artificial neural networks; English; Language divergences; machine translation; Urdu","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3GJGJAII","journalArticle","2018","Moussallem, D.; Wauer, M.; Ngomo, A.-C.N.","Machine Translation using Semantic Web Technologies: A Survey","Journal of Web Semantics","","","10.1016/j.websem.2018.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050401657&doi=10.1016%2fj.websem.2018.07.001&partnerID=40&md5=17bff552c618b5eb882b13c045373e4c","A large number of machine translation approaches have recently been developed to facilitate the fluid migration of content across languages. However, the literature suggests that many obstacles must still be dealt with to achieve better automatic translations. One of these obstacles is lexical and syntactic ambiguity. A promising way of overcoming this problem is using Semantic Web technologies. This article presents the results of a systematic review of machine translation approaches that rely on Semantic Web technologies for translating texts. Overall, our survey suggests that while Semantic Web technologies can enhance the quality of machine translation outputs for various problems, the combination of both is still in its infancy. © 2018 Elsevier B.V.","2018","2021-02-07 01:23:27","2021-02-07 01:23:27","","1-19","","","51","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :14</p>; <p>Export Date: 7 February 2021</p>","","","","Knowledge Graphs; Linked Data; Machine Translation; Multilinguality; Ontology; Semantic Web","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VHFV8J78","journalArticle","2018","Maletti, A.","Compositions of Tree-to-Tree Statistical Machine Translation Models","International Journal of Foundations of Computer Science","","","10.1142/S0129054118420091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051967136&doi=10.1142%2fS0129054118420091&partnerID=40&md5=f24b7da08ab8c9479945b260e1e4877c","The well-known synchronous context-free grammars (SCFGs) and synchronous tree-substitution grammars (STSGs), both of which are used as tree-to-tree translation models in statistical machine translation are investigated. Their composition hierarchies are established in both the unweighted as well as the weighted case. More precisely, it is shown that SCFGs are closed under composition in both cases and that there is a close connection between compositions of STSGs and compositions of certain tree transducers. With the help of the close ties, the composition closure of STSGs is identified in both cases as well. The results for the weighted case utilize a new lifting technique that might prove useful also in similar setups. © 2018 World Scientific Publishing Company.","2018","2021-02-07 01:23:29","2021-02-07 01:23:29","","877-892","","5","29","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","composition; machine translation; synchronous grammer; Tree transducer; weighted automaton","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X4C9NI3F","journalArticle","2018","El-Rahman, S.A.; El-Shishtawy, T.A.; El-Kammar, R.A.","A knowledge-based machine translation using AI technique","International Journal of Software Innovation","","","10.4018/IJSI.2018070106","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048969963&doi=10.4018%2fIJSI.2018070106&partnerID=40&md5=b6e07ddb39971efca9fe0fb9b6b32341","This article presents a realistic technique for the machine aided translation system. In this technique, the system dictionary is partitioned into a multi-module structure for fast retrieval of Arabic features of English words. Each module is accessed through an interface that includes the necessary morphological rules, which directs the search toward the proper sub-dictionary. Another factor that aids fast retrieval of Arabic features of words is the prediction of the word category, and accesses its sub-dictionary to retrieve the corresponding attributes. The system consists of three main parts, which are the source language analysis, the transfer rules between source language (English) and target language (Arabic), and the generation of the target language. The proposed system is able to translate, some negative forms, demonstrations, and conjunctions, and also adjust nouns, verbs, and adjectives according their attributes. Then, it adds the symptom of Arabic words to generate a correct sentence. Copyright © 2018, IGI Global.","2018","2021-02-07 01:23:31","2021-02-07 01:23:31","","79-92","","3","6","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Arabic Machine Translation; Artificial intelligence; Knowledge-Based Approach; Knowledge-Based Machine Translation; Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NIVBWGI","journalArticle","2018","Wang, R.; Zhao, H.; Ploux, S.; Lu, B.-L.; Utiyama, M.; Sumita, E.","Graph-based bilingual word embedding for statistical machine translation","ACM Transactions on Asian and Low-Resource Language Information Processing","","","10.1145/3203078","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85053425845&doi=10.1145%2f3203078&partnerID=40&md5=7684c0ce8f53d9d0347883b20b4d544a","Bilingual word embedding has been shown to be helpful for Statistical Machine Translation (SMT). However, most existing methods suffer from two obvious drawbacks. First, they only focus on simple contexts such as an entire document or a fixed-sized sliding window to build word embedding and ignore latent useful information from the selected context. Second, the word sense but not the word should be the minimal semantic unit; however, most existing methods still use word representation. To overcome these drawbacks, this article presents a novel Graph-Based Bilingual Word Embedding (GBWE) method that projects bilingual word senses into a multidimensional semantic space. First, a bilingual word co-occurrence graph is constructed using the co-occurrence and pointwise mutual information between the words. Then, maximum complete subgraphs (cliques), which play the role of a minimal unit for bilingual sense representation, are dynamically extracted according to the contextual information. Consequently, correspondence analysis, principal component analyses, and neural networks are used to summarize the clique-word matrix into lower dimensions to build the embedding model. © 2018 Copyright is held by the owner/author(s). Publication rights licensed to ACM..","2018","2021-02-07 01:23:33","2021-02-07 01:23:33","","","","4","17","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :11</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G67XN7YJ","conferencePaper","2018","Pesu, D.; Zhen, J.; Zhou, Z.Q.; Towey, D.","A Monte Carlo Method for Metamorphic Testing of Machine Translation Services","","","","10.1145/3193977.3193980","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051257640&doi=10.1145%2f3193977.3193980&partnerID=40&md5=f87117ad75709447d54960100ae79f40","With the growing popularity of machine translation services, it has become increasingly important to be able to assess their quality. However, the test oracle problem makes it difficult to conduct automated testing. In this paper, we propose a Monte Carlo method, in combination with metamorphic testing, to overcome the oracle problem. Using this method, we assessed the quality of three popular machine translation services' namely, Google Translate, Microsoft Translator, and Youdao Translate. We set the source language to be English, and the target languages included Chinese, French, Japanese, Korean, Portuguese, Russian, Spanish, and Swedish. A sample of 33,600 observations (involving a total of 100,800 actual translations) was collected and analyzed using a 3 56 factorial design. Based on this data, our model found Google Translate to be the best (in terms of the metamorphic relation used) for each and every target language considered. A trend for Indo- European languages producing better results was also identified. © 2018 Association for Computing Machinery.","2018","2021-02-07 01:23:35","2021-02-07 01:23:35","","38-45","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :5</p>; <p>Export Date: 7 February 2021</p>","","","","Machine translation quality; metamorphic testing; Monte Carlo method; natural languages; oracle problem","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - International Conference on Software Engineering","","","","","","","","","","","","","","",""
"JBFJJRS7","conferencePaper","2018","Ehab, R.; Amer, E.; Gadallah, M.","Example-based english to Arabic machine translation: Matching stage using internal medicine publications","","","","10.1145/3220267.3220294","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055472258&doi=10.1145%2f3220267.3220294&partnerID=40&md5=32ea61e8ebe0909544538bb175a38381","Automatic machine translation becomes an important source of translation nowadays. It is a software system that translates a text from one natural language to one (many) natural language. On the web, there are many machine translation systems that give the reasonable translation, although the systems are not very good. Medical records contain complex information that must be translated correctly according to its medical meaning not its English meaning only. So, the quality of a machine translation in this domain is very important. In this paper, we present using matching stage from Example-Based Machine Translation technique to translate a medical text from English as source language to Arabic as the target language. We have used 259 medical sentences that are extracted from internal medicine publications for our system. Experimental results on BLUE metrics showed a decreased performance 0.486 comparing to GOOGLE translation which has an accuracy result about 0.536. © 2018 Association for Computing Machinery.","2018","2021-02-07 01:23:36","2021-02-07 01:23:36","","131-135","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Automatic machine translation; Example-Based Machine; Natural Language Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"RJ3AHR45","conferencePaper","2018","Ho, T.-Y.; Wang, H.-C.; Lai, S.-H.","Non-native language reading support with display of machine translation based on eye-tracking and sentence-level mapping","","","","10.1145/3202667.3202675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049394063&doi=10.1145%2f3202667.3202675&partnerID=40&md5=edd7983072c4f5a24875dc33ab98edec","In the era of information explosion, individuals often need to read first-hand information online in English, which is a nonnative language of most of the people in the world. However, the lack of proficiency toward a non-native language makes it difficult for second-language readers to efficiently understand the contents on the English webpages, especially the long articles. In this work, we propose a novel reading interface to support English as second-language readers with adaptive display of machine translation (MT) using eye tracking, accompanied with sentence-level mapping using background colors. We conducted an experiment to investigate how different methods affect the second-language readers. We found that active translation could help second-language readers comprehend the English article without dazzling them. In addition, sentence-level mapping using background colors not only benefits the mapping between original sentences and their corresponding ones, but also alleviates the problems of line skipping and reading resumption. © 2018 Association for Computing Machinery.","2018","2021-02-07 01:23:38","2021-02-07 01:23:38","","57-63","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Eye tracking; Machine translation; Non-native language; Reading support","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"BFIK7CMP","conferencePaper","2018","Hongbin, W.; Hongxu, H.; Jing, W.; Jinting, L.; Wenting, F.","Exploring different granularity in Mongolian-Chinese machine translation based on CNN","","","","10.1109/PDCAT.2017.00027","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046708944&doi=10.1109%2fPDCAT.2017.00027&partnerID=40&md5=9cb805e91b04daff8663b731a265cff9","In this paper, a translation model based on Convolutional Neural Network (CNN) architecture is introduced into the Mongolian-Chinese translation task. Mongolian language has rich morphology structure, so we use byte-pair encoding (BPE) to segment the Mongolian word. In addition, the Mongolian Correction approach is adopted to reduce coding errors occurred in Mongolian corpus. The statistics data show that BPE and Mongolian Correction are alleviate the data sparsity that results from very low-resource Mongolian-Chinese parallel corpus. On Mongolian-Chinese translation task, we achieve the best result 35.37 BLEU that exceeds the baseline system by 1.4 BLEU. In the experiments, effect of different translation granularity on the translation result is investigated. The experiment results show that sub-word unit is more suitable than word unit for Mongolian-Chinese translation. © 2017 IEEE.","2018","2021-02-07 01:23:39","2021-02-07 01:23:39","","112-116","","","2017-December","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","BPE; CNN; Component; Low-resource; Machine translation; Mongolian Chinese; Mongolian correction","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Parallel and Distributed Computing, Applications and Technologies, PDCAT Proceedings","","","","","","","","","","","","","","",""
"9CNZKIS8","conferencePaper","2018","Yang, Y.; Li, X.; Jiang, T.; Kong, J.; Ma, B.; Zhou, X.; Wang, L.","Improving adversarial neural machine translation with prior knowledge","","","","10.1109/GlobalSIP.2017.8309186","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85048099819&doi=10.1109%2fGlobalSIP.2017.8309186&partnerID=40&md5=44091410a6346d845ddbd0f176cdfba8","Generative adversarial networks (GANs) has achieved great success in the field of image processing, Adversarial Neural Machine Translation(NMT) is the application of GANs to machine translation. Unlike previous work training NMT model through maximizing the likelihood of the human translation, Adversarial NMT minimizes the distinction between human translation and the translation generated by a NMT model. Even though Adversarial NMT has achieved impressive results, while using little in the way of prior knowledge. In this paper, we integrated bilingual dictionaries to Adversarial NMT by leveraging a character model. Extensive experiment shows that our proposed methods can achieve remarkable improvement on the translation quality of Adversarial NMT, and obtain better result than several strong baselines. © 2017 IEEE.","2018","2021-02-07 01:23:41","2021-02-07 01:23:41","","1373-1377","","","2018-January","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","DeepLearning; Neural Machine Translation; Prior Knowledge; Uyghur","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2017 IEEE Global Conference on Signal and Information Processing, GlobalSIP 2017 - Proceedings","","","","","","","","","","","","","","",""
"WEPNZQ24","conferencePaper","2018","Pituxcoosuvarn, M.; Ishida, T.; Yamashita, N.; Takasaki, T.; Mori, Y.","Supporting a children's workshop with machine translation","","","","10.1145/3180308.3180341","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045139087&doi=10.1145%2f3180308.3180341&partnerID=40&md5=b03a352f1b66163034068985eba5c39a","Previous studies have investigated the characteristics of machine translation(MT)-mediated communication in lab settings and suggested various ways to improve it [1]. Unfortunately, we still lack an understanding of how MT is used in real-world settings, particularly when people use it to support face-to-face communication. In this paper, we report on a field study of a multilingual workshop where children from various language regions used MT to communicate with each other. We investigate how children use various information such as nonverbal cues and drawings to compensate for the mistranslations of MT. For example, children tried to understand the mistranslated messages by reading alternative translations and used web browsers to search for pictures of unknown objects. Such findings provide insights for designing future multilingual support systems. © 2018 Copyright is held by the owner/author(s).","2018","2021-02-07 01:23:42","2021-02-07 01:23:42","","","","","","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Field study; Machine translation; Multilingual workshop","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","International Conference on Intelligent User Interfaces, Proceedings IUI","","","","","","","","","","","","","","",""
"9TTTA5CB","journalArticle","2018","Huu, A.T.; Tran, P.; Dinh, D.; Vu, V.V.; Le, T.","Dependency-based pre-ordering of preposition phrases in Chinese-Vietnamese machine translation","ICIC Express Letters, Part B: Applications","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042085801&partnerID=40&md5=0eb9474205236e51b6df7ff96f7289d4","Word order is one of the biggest differences between Chinese and Vietnamese languages. In particular, the order of the preposition phrase is a grammar type which has a big difference compared to other grammar types. The state-of-the-art phrase-based statistical machine translation cannot overcome the mistakes of the word order of Chinese- Vietnamese translation. Moreover, Chinese-Vietnamese is considered as a low-resource language pair, so the errors of word order in the translation system are more serious than the other rich-resource language pairs. In this paper, we propose an approach by using Chinese dependency relation in order to preorder Chinese word order to be suitable to Vietnamese word order. The experimental results show that our approach has improved the performance of machine translation system compared to the machine translation sys- tem using only the reordering model of the phrase-based statistical machine translation. © 2018 ICIC International.","2018","2021-02-07 01:23:43","2021-02-07 01:23:43","","265-272","","3","9","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Chinese grammatical relations; Chinese-Vietnamese machine translation; Pre-ordering; Preposition phrases; Word alignment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7DX5VEUZ","conferencePaper","2018","Zhang, S.; Mahmut, G.; Wang, D.; Hamdulla, A.","Memory-Augmented Chinese-Uyghur neural machine translation","","","","10.1109/APSIPA.2017.8282190","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050564244&doi=10.1109%2fAPSIPA.2017.8282190&partnerID=40&md5=3e227353d8c4194febc371107d2df128","Neural machine translation (NMT) has achieved notable performance recently. However, this approach has not been widely applied to the translation task between Chinese and Uyghur, partly due to the limited parallel data resource and the large proportion of rare words caused by the agglutinative nature of Uyghur. In this paper, we collect ∼200,000 sentence pairs and show that with this middle-scale database, an attention-based NMT can perform very well on Chinese-Uyghur/Uyghur-Chinese translation. To tackle rare words, we propose a novel memory structure to assist the NMT inference. Our experiments demonstrated that the memory-Augmented NMT (M-NMT) outperforms both the vanilla NMT and the phrase-based statistical machine translation (SMT). Interestingly, the memory structure provides an elegant way for dealing with words that are out of vocabulary. © 2017 IEEE.","2018","2021-02-07 01:23:45","2021-02-07 01:23:45","","1092-1096","","","2018-February","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 9th Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2017","","","","","","","","","","","","","","",""
"M2L5JYSY","conferencePaper","2018","Nahar, S.; Huda, M.N.; Nur-E-Arefin, M.; Rahman, M.M.","Evaluation of machine translation approaches to translate English to Bengali","","","","10.1109/ICCITECHN.2017.8281851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050364891&doi=10.1109%2fICCITECHN.2017.8281851&partnerID=40&md5=ed74f909ad3b4d371fe952db9c5699e0","This paper describes the different types of machine translation (MT) approaches, where MT refers to the use of computers for the task of translating automatically from one language to another. It is highly challenging to build up a proper MT system which will works with full accuracy for translating foreign languages to native languages but this paper aims at providing a solution that could be helpful for building a MT system which will convert the English sentences into Bengali. Moreover, total 12 tenses such as-present indefinite, continuous, perfect, perfect continuous; past indefinite, continuous, perfect, perfect continuous; future indefinite, continuous, perfect and perfect continuous are used for the purpose of translating English sentence into Bengali that will require finding out the meaning from our own database. After comparing the experimental results based on different machine translation approaches with Google translator, it is found that one of our investigated as well as implemented methods, Corpus approach, provides higher accuracy in comparison with Google translator and other implemented methods. © 2017 IEEE.","2018","2021-02-07 01:23:46","2021-02-07 01:23:46","","1-5","","","2018-January","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :1</p>; <p>Export Date: 7 February 2021</p>","","","","Language Translation; Machine learning; Machine Translation; Natural Language Processing","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20th International Conference of Computer and Information Technology, ICCIT 2017","","","","","","","","","","","","","","",""
"PJBE8HAF","conferencePaper","2018","Li, A.; Zhang, S.; Wang, D.; Zheng, T.F.","Enhanced neural machine translation by learning from draft","","","","10.1109/APSIPA.2017.8282276","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050506493&doi=10.1109%2fAPSIPA.2017.8282276&partnerID=40&md5=709e1155593933d7c302b9981c453509","Neural machine translation (NMT) has recently achieved impressive results. A potential problem of the existing NMT algorithm, however, is that the decoding is conducted from left to right, without considering the right context. This paper proposes an two-stage approach to solve the problem. In the first stage, a conventional attention-based NMT system is used to produce a draft translation, and in the second stage, a novel double-attention NMT system is used to refine the translation, by looking at the original input as well as the draft translation. This drafting-and-refinement can obtain the right-context information from the draft, hence producing more consistent translations. We evaluated this approach using two Chinese-English translation tasks, one with 44k pairs and 1M pairs respectively. The experiments showed that our approach achieved positive improvements over the conventional NMT system: the improvements are 2.4 and 0.9 BLEU points on the small-scale and large-scale tasks, respectively. © 2017 IEEE.","2018","2021-02-07 01:23:47","2021-02-07 01:23:47","","1583-1587","","","2018-February","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings - 9th Asia-Pacific Signal and Information Processing Association Annual Summit and Conference, APSIPA ASC 2017","","","","","","","","","","","","","","",""
"LVXJB9SG","journalArticle","2018","Marie, B.; Fujita, A.","Phrase table induction using monolingual data for low-resource statistical machine translation","ACM Transactions on Asian and Low-Resource Language Information Processing","","","10.1145/3168054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042472898&doi=10.1145%2f3168054&partnerID=40&md5=5af201f61f601490665745536c4ab3eb","We propose a new method for inducing a phrase-based translation model from a pair of unrelated monolingual corpora. Our method is able to deal with phrases of arbitrary length and to find phrase pairs that are useful for statistical machine translation, without requiring large parallel or comparable corpora. First, our method generates phrase pairs through coupling source and target phrases separately collected from respective monolingual data. Then, for each phrase pair, we compute features using the monolingual data and a small quantity of parallel sentences. Finally, incorrect phrase pairs are pruned, and a phrase table is made using the remaining phrase pairs. In our experiments on French-Japanese and Spanish-Japanese translation tasks under low-resource conditions, we observe that incorporating a phrase table induced by our method to the machine translation system leads to large improvements in translation quality. Furthermore, we show that a phrase table induced by our method can also be useful in a wide range of configurations, including configurations where we have already access to large parallel corpora and configurations where only small monolingual corpora are available. © 2018 Association for Computing Machinery. All rights reserved.","2018","2021-02-07 01:23:49","2021-02-07 01:23:49","","","","3","17","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :4</p>; <p>Export Date: 7 February 2021</p>","","","","Knowledge acquisition; Low-resourced language pairs; Machine translation; Phrase table induction; Semantic similarity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FYU4ZERZ","conferencePaper","2018","Nguyen, Q.-P.; Vo, A.-D.; Ock, C.-Y.; Shin, J.-C.","Neural machine translation enhancements through lexical semantic network","","","","10.1145/3177457.3177461","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049851662&doi=10.1145%2f3177457.3177461&partnerID=40&md5=1a64bb9ebb444eaef5b3adf8eb90e1f2","In most languages, many words have multiple senses, thus machine translation systems have to choose between several candidates representing different senses of an input word. Although neural machine translation has recently become a dominant paradigm and achieved great progress, it still has to confront with the challenge of word sense disambiguation. Neural machine translation models are trained to identify the correct sense of a word as part of an end-to-end translation task, and their performances on word sense disambiguation are not satisfactory. This paper presents a case study of machine translation for Korean language. We have manually built a Korean lexical semantic network -UWordMap -as a large-scale lexical semantic knowledge-based in which each sense of every polysemous word is associated with a sense-code constituting a network node. Then, based on UWordMap, we determine the correct sense and tag the appropriated sense-code for polysemous words of the training corpus before training neural machine translation models. Experiments on translation from Korean to English and Vietnamese show that UWordMap can significantly improve quality of Korean neural machine translation systems in terms of BLEU and TER cores. © 2018 Copyright is held by the owner/author(s). Publication rights licensed to ACM.","2018","2021-02-07 01:23:51","2021-02-07 01:23:51","","105-108","","","","","","","","","","","","","","","","Scopus","","","","","<p>Cited By :3</p>; <p>Export Date: 7 February 2021</p>","","","","Lexical semantic network; Neural machine translation; Parallel corpus; Word sense disambiguation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACM International Conference Proceeding Series","","","","","","","","","","","","","","",""
"4DNQSTIS","book","2018","Rikters, M.; Pinnis, M.; Rozis, R.","Advancing Estonian machine translation","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055711967&doi=10.3233%2f978-1-61499-912-6-134&partnerID=40&md5=f8c116568963abd8e4442109fe24810e","In this paper, we present Tilde's work on boosting the output quality and availability of Estonian machine translation systems, focusing mostly on the less resourced and morphologically complex language pairs between Estonian and Russian.We describe our efforts on collecting parallel and monolingual data for the development of better neural machine translation models, as well as experiments with various model architectures with the goal to find the best-performing model for our data.We attain state-of-the-art MT results by training a multi-way Transformer model that improves the quality by up to +3.27 BLEU points over the baseline system.We also provide a publicly available translation service via a mobile phone application. © 2018 The authors and IOS Press.","2018","2021-02-07 01:23:52","2021-02-07 01:23:52","","","134","","307","","","","Frontiers in Artificial Intelligence and Applications","","","","","","","","","Scopus","","","","Pages: 141 DOI: 10.3233/978-1-61499-912-6-134","<p>Export Date: 7 February 2021</p>","","","","Morphologically rich languages; Multi-way machine translation; Neural machine translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"785JYUP4","journalArticle","2018","Jabin, S.; Chatterjee, N.; Samak, S.; Sokphyrum, K.; Sola, J.","An online English-Khmer hybrid machine translation system","International Journal of Intelligent Systems Technologies and Applications","","","10.1504/IJISTA.2018.094012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051809046&doi=10.1504%2fIJISTA.2018.094012&partnerID=40&md5=254eda449082ac05e37a2929ec344dc3","The present paper describes design of an online hybrid machine translation (MT) system involving a low-resource language Khmer, the official language of Cambodia. The proposed system uses an open source statistical machine translation (SMT) toolkit DoMY CE as the primary translation tool. The parallel corpora have been prepared from various sources and the Headley Khmer-English dictionary. Language model, translation model and decoder configurations have been done using the DOMY toolkit. We used a postprocessing step of using parts of speech tagger to enhance the quality of target language sentence. Experimental results demonstrate the success of the proposed scheme with English as source and Khmer as the target language. In our experiments the proposed model achieved significantly good National Institute of Standards and Technology (NIST) and BiLingual Evaluation Understudy (BLEU) scores. Different web technologies have been used for developing an online translation system. © 2018 Inderscience Enterprises Ltd.","2018","2021-02-07 01:23:54","2021-02-07 01:23:54","","292-309","","3","17","","","","","","","","","","","","","Scopus","","","","","<p>Export Date: 7 February 2021</p>","","","","Computational Linguistic; English-Khmer Parallel Corpora; English-Khmer Translation; Hybrid Machine Translation System; Khmer Language; Moses Toolkit; Phrase-Based Model; Rule-Based Machine Translation System; Statistical Machine Translation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LTB3W6GG","book","2018","Shah, P.; Bakarola, V.; Pati, S.","Neural machine translation system for indic languages using deep neural architecture","","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049013666&doi=10.1007%2f978-981-10-8657-1_62&partnerID=40&md5=0189fcdc06636f0dcb8a0bcb932507b7","Translating into an Indic language is a challenging task. Indic languages are based on Sanskrit and have rich and diverse grammar. Due to its vast grammar, it requires very large number of complex rules for creating traditional rule based machine translation system. In this work, we have created an Indic machine translation system that utilize recent advancement in the area of machine translation using deep neural architectures. Results presented in this article shows that using neural machine translation we can achieve more natural translation for indic languages such as Hindi that was previously not efficiently possible with rule based or phrase based translation systems. © Springer Nature Singapore Pte Ltd. 2018.","2018","2021-02-07 01:23:55","2021-02-07 01:23:55","","","788","","827","","","","Communications in Computer and Information Science","","","","","","","","","Scopus","","","","Pages: 795 DOI: 10.1007/978-981-10-8657-1_62","<p>Cited By :3</p>; <p>Export Date: 7 February 2021</p>","","","","Deep learning; Deep neural network; Hindi neural machine translation; Indic translation; Machine translation; Natural language processing (NLP)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
